"search-number","evaluation","evals-requested-so-far","number*","%-similar-wanted*","number-of-ethnicities*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","232","240","2090","48","4","""775501256""","49.764373232799244","88.37320574162679","70.69881289517444","15.356034951087913","49.764373232799244"
"1","233","240","2090","48","4","""844298403""","46.469465648854964","86.9377990430622","68.91861789964706","16.1266966351551","46.469465648854964"
"1","234","240","2090","48","4","""1701070024""","39.578947368421055","87.5598086124402","66.29617581032248","18.610775602306994","39.578947368421055"
"1","235","240","2090","48","4","""-1510786580""","46.130653266331656","89.52153110047847","69.41302133082844","17.590728458886154","46.130653266331656"
"1","236","240","2090","48","4","""1780452114""","35.80786026200873","89.76076555023923","66.36030066614539","20.292724886110364","35.80786026200873"
"1","237","240","2090","48","4","""328377924""","48.29806807727691","88.4688995215311","69.2587304288032","16.326465138210764","48.29806807727691"
"1","238","240","2090","48","4","""-1231186638""","40.97826086956522","89.42583732057416","68.35172502454539","18.46722127795096","40.97826086956522"
"1","239","240","2090","48","4","""844194034""","43.71584699453552","88.85167464114832","68.1186183245225","17.509855860145777","43.71584699453552"
"1","240","240","2090","48","4","""-1074079151""","49.81132075471698","87.41626794258373","70.38652134148666","15.595416118488707","49.81132075471698"
"1","241","250","2360","16","3","""1271207007""","19.279661016949152","19.279661016949152","19.279661016949152","0","19.279661016949152"
"1","242","250","2360","16","3","""-1374696901""","19.279661016949152","19.279661016949152","19.279661016949152","0","19.279661016949152"
"1","243","250","2360","16","3","""806427497""","19.110169491525426","19.110169491525426","19.110169491525426","0","19.110169491525426"
"1","244","250","2360","16","3","""-817828126""","20.720338983050848","20.720338983050848","20.720338983050848","0","20.720338983050848"
"1","245","250","2360","16","3","""-853840403""","20.466101694915253","20.466101694915253","20.466101694915253","0","20.466101694915253"
"1","246","250","2360","16","3","""-1758671971""","20.16949152542373","20.16949152542373","20.16949152542373","0","20.16949152542373"
"1","247","250","2360","16","3","""-1070464395""","21.1864406779661","21.1864406779661","21.1864406779661","0","21.1864406779661"
"1","248","250","2360","16","3","""827001602""","21.652542372881356","21.652542372881356","21.652542372881356","0","21.652542372881356"
"1","249","250","2360","16","3","""-1402695626""","21.14406779661017","21.14406779661017","21.14406779661017","0","21.14406779661017"
"1","250","250","2360","16","3","""-1866615450""","19.110169491525426","19.110169491525426","19.110169491525426","0","19.110169491525426"
"1","251","260","1000","32","3","""957377338""","48.1","48.1","48.1","0","48.1"
"1","252","260","1000","32","3","""700147753""","46.400000000000006","46.400000000000006","46.400000000000006","0","46.400000000000006"
"1","253","260","1000","32","3","""-1875069929""","43.8","43.8","43.8","0","43.8"
"1","254","260","1000","32","3","""-2139570919""","45.800000000000004","45.800000000000004","45.800000000000004","0","45.800000000000004"
"1","255","260","1000","32","3","""-414063871""","46","46","46","0","46"
"1","256","260","1000","32","3","""2104117324""","46.7","46.7","46.7","0","46.7"
"1","257","260","1000","32","3","""1809163303""","46.6","46.6","46.6","0","46.6"
"1","258","260","1000","32","3","""-128299838""","42.8","42.8","42.8","0","42.8"
"1","259","260","1000","32","3","""-1139333051""","46.1","46.1","46.1","0","46.1"
"1","260","260","1000","32","3","""857720361""","42","42","42","0","42"
"1","261","270","980","34","3","""-431878452""","36.92493946731235","58.36734693877551","47.646143203043934","15.162071728036695","36.92493946731235"
"1","262","270","980","34","3","""-392905233""","39.18269230769231","60.204081632653065","49.69338697017268","14.864366941642253","39.18269230769231"
"1","263","270","980","34","3","""1151926965""","37.76978417266187","59.897959183673464","48.83387167816767","15.646982605569002","37.76978417266187"
"1","264","270","980","34","3","""1829069443""","37.530266343825666","54.285714285714285","45.907990314769975","11.847890861527624","37.530266343825666"
"1","265","270","980","34","3","""1405889624""","36.330935251798564","56.12244897959183","46.2266921156952","13.994713566869263","36.330935251798564"
"1","266","270","980","34","3","""1633390706""","37.15319662243667","60.40816326530612","48.78067994387139","16.443744609439953","37.15319662243667"
"1","267","270","980","34","3","""-315306168""","38.78048780487805","58.673469387755105","48.72697859631658","14.066462175271466","38.78048780487805"
"1","268","270","980","34","3","""1589330593""","36.385542168674704","58.265306122448976","47.32542414556184","15.471329462474774","36.385542168674704"
"1","269","270","980","34","3","""731803902""","33.894230769230774","60.71428571428571","47.30425824175824","18.964642723444143","33.894230769230774"
"1","270","270","980","34","3","""-2024998259""","37.91866028708134","60","48.95933014354067","15.613865048688599","37.91866028708134"
"1","271","280","1340","58","4","""-614709798""","38.01980198019802","91.34328358208955","68.4812890400407","17.2761190762057","38.01980198019802"
"1","272","280","1340","58","4","""-758152339""","47.02886247877759","90.97014925373135","70.70099182442549","16.900380089984377","47.02886247877759"
"1","273","280","1340","58","4","""-1271788546""","46.332737030411444","91.19402985074628","70.89145789664396","15.568173524278198","46.332737030411444"
"1","274","280","1340","58","4","""1740926396""","49.7029702970297","92.31343283582089","75.0012349017732","13.900492696686186","49.7029702970297"
"1","275","280","1340","58","4","""-389835873""","44.95049504950495","91.49253731343283","70.38393823247934","16.128221708036552","44.95049504950495"
"1","276","280","1340","58","4","""841778227""","44.42379182156134","90.3731343283582","71.52624984583106","16.02453057983529","44.42379182156134"
"1","277","280","1340","58","4","""-923174391""","48.52686308492201","91.11940298507463","71.86545815275278","15.890837443281848","48.52686308492201"
"1","278","280","1340","58","4","""1870365273""","48.77622377622377","89.77611940298507","71.56082288649903","14.278813840318373","48.77622377622377"
"1","279","280","1340","58","4","""618373068""","48","91.04477611940298","71.16974043245574","15.706405839194256","48"
"1","280","280","1340","58","4","""954480954""","43.047619047619044","91.49253731343283","70.98473016849624","17.290459676034377","43.047619047619044"
"1","281","290","940","54","3","""770894699""","49.54819277108434","79.04255319148936","64.68994890459105","13.061295038566461","49.54819277108434"
"1","282","290","940","54","3","""-854407220""","42.42424242424242","77.6595744680851","58.21544289380107","15.205843397872217","42.42424242424242"
"1","283","290","940","54","3","""1276865869""","40.15873015873016","78.19148936170212","57.96454980339643","16.498014708819117","40.15873015873016"
"1","284","290","940","54","3","""-1106123255""","46.23824451410658","80.63829787234043","63.0236293102932","15.289045676517697","46.23824451410658"
"1","285","290","940","54","3","""-566803712""","42.38095238095238","79.57446808510639","62.007880819705505","15.780018930895384","42.38095238095238"
"1","286","290","940","54","3","""1521972823""","38.917089678511","79.36170212765957","59.52968125853298","15.440430253013377","38.917089678511"
"1","287","290","940","54","3","""-808050386""","46.67697063369397","77.34042553191489","62.806127849850704","12.968729955768826","46.67697063369397"
"1","288","290","940","54","3","""1373437144""","44.254658385093165","79.25531914893617","61.79146916087334","15.170558482559574","44.254658385093165"
"1","289","290","940","54","3","""-410246957""","44.785276073619634","77.55319148936171","61.13854735692098","14.236179216487379","44.785276073619634"
"1","290","290","940","54","3","""-6255917""","43.76130198915009","80.42553191489363","61.596103534731206","13.799978572194805","43.76130198915009"
"1","291","300","2400","34","3","""1223540933""","30.625000000000004","55.41666666666667","43.020833333333336","17.53035561691649","30.625000000000004"
"1","292","300","2400","34","3","""468270040""","30.583289542827114","53.125","41.85414477141356","15.939396323810659","30.583289542827114"
"1","293","300","2400","34","3","""-1344373920""","30.741127348643005","53.083333333333336","41.912230340988174","15.798325358441199","30.741127348643005"
"1","294","300","2400","34","3","""1190300425""","30.108639420589757","52.208333333333336","41.15848637696155","15.62684342784805","30.108639420589757"
"1","295","300","2400","34","3","""-1134136114""","28.735033836543465","52.416666666666664","40.57585025160506","16.745443163750085","28.735033836543465"
"1","296","300","2400","34","3","""1170647123""","29.95846313603323","51.24999999999999","40.604231568016615","15.055390098394255","29.95846313603323"
"1","297","300","2400","34","3","""-59450246""","27.630896837739762","51.583333333333336","39.60711508553655","16.93693027197436","27.630896837739762"
"1","298","300","2400","34","3","""727380479""","30.988894764674775","53.79166666666667","42.39028071567073","16.12399464174854","30.988894764674775"
"1","299","300","2400","34","3","""562710845""","29.629629629629626","53.041666666666664","41.335648148148145","16.554810150279497","29.629629629629626"
"1","300","300","2400","34","3","""723910145""","29.637305699481864","54","41.81865284974093","17.227026347871227","29.637305699481864"
