"search-number","evaluation","evals-requested-so-far","number*","%-similar-wanted*","number-of-ethnicities*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","219","220","1480","16","5","""1789636579""","40.47297297297297","40.47297297297297","40.47297297297297","0","40.47297297297297"
"1","220","220","1480","16","5","""-25710376""","41.68918918918919","41.68918918918919","41.68918918918919","0","41.68918918918919"
"1","221","230","1190","21","2","""487258059""","14.705882352941178","14.705882352941178","14.705882352941178","0","14.705882352941178"
"1","222","230","1190","21","2","""-1706588327""","15.46218487394958","15.46218487394958","15.46218487394958","0","15.46218487394958"
"1","223","230","1190","21","2","""729562643""","14.873949579831933","14.873949579831933","14.873949579831933","0","14.873949579831933"
"1","224","230","1190","21","2","""2144599810""","16.63865546218487","16.63865546218487","16.63865546218487","0","16.63865546218487"
"1","225","230","1190","21","2","""1261981506""","16.218487394957982","16.218487394957982","16.218487394957982","0","16.218487394957982"
"1","226","230","1190","21","2","""759170777""","16.72268907563025","16.72268907563025","16.72268907563025","0","16.72268907563025"
"1","227","230","1190","21","2","""-1659542864""","13.109243697478993","13.109243697478993","13.109243697478993","0","13.109243697478993"
"1","228","230","1190","21","2","""2054082185""","15.210084033613445","15.210084033613445","15.210084033613445","0","15.210084033613445"
"1","229","230","1190","21","2","""-1705846947""","13.19327731092437","13.19327731092437","13.19327731092437","0","13.19327731092437"
"1","230","230","1190","21","2","""1018573852""","15.798319327731091","15.798319327731091","15.798319327731091","0","15.798319327731091"
"1","231","240","2090","48","4","""-63852109""","48.755760368663594","88.80382775119617","69.98742057169648","15.82638639498891","48.755760368663594"
