"search-number","evaluation","number*","%-similar-wanted*","number-of-ethnicities*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","500","1880","70","4","10","47.99164423208501","10","47.47730455919082"
