"search-number","evaluation","number*","%-similar-wanted*","number-of-ethnicities*","num-replicates","best-fitness-so-far","recheck-replications","best-fitness-rechecked"
"1","300","2090","76","3","10","46.31476599490054","10","46.44525648007972"
